set_id,year,pieces,t1,descr
12-1,1981,8,Service Packs,Blue Space Elements
1210-1,1982,3,Service Packs,Winch Block and Hook Assembly
1210-2,1955,30,Classic,Small Store Set
121-1,1979,23,Fabuland,Roadster
1211-1,1982,8,Service Packs,Space Stands and Brackets
1211-2,1955,19,Classic,Small House Set
1212-1,1982,6,Service Packs,"Rocket Tops, Black"
1212-2,1955,21,Classic,Small House - Left Set
1213-1,1982,5,Service Packs,Space Radar Disks
1213-2,1955,23,Classic,Small House - Right Set
1214-1,1984,1,Service Packs,Upper Part of Motorhome for 4.5V/12V Trainmotor
1214-2,1955,24,Classic,Windows and Doors
1215-1,1981,1,Service Packs,Train Motor 4.5V Type II Lower Housing
1215-2,1955,20,Classic,2 x 8 & 2 x 10 Bricks
1216-1,1982,8,Service Packs,Semaphores with Feet
1216-2,1955,20,Classic,4 x 4 Corner Bricks
1217-1,1982,20,Service Packs,Yellow Girder Beams & Plates
1217-2,1955,52,Classic,2 x 4 Bricks
1218-1,1982,20,Service Packs,Blue Girder Beams & Plates
1218-2,1955,60,Classic,2 x 3 Bricks
1219-1,1982,20,Service Packs,TECHNIC Beams &amp; Plates [Red]
1219-2,1955,80,Classic,2 x 2 Bricks
1220-1,1982,20,Service Packs,Black Girder Beams & Plates
1220-2,1955,104,Classic,1 x 2 Bricks
122-1,1969,96,Train,Loco and Tender
1221-1,1982,8,Service Packs,TECHNIC beams - yellow
1221-2,1955,160,Classic,1 x 1 Bricks
1222-1,1982,8,Service Packs,TECHNIC beams - blue
1222-2,1955,200,Classic,1 x 1 Round Bricks
1223-1,1982,8,Service Packs,TECHNIC beams - black
1223-2,1955,14,Classic,2 x 2 & 2 x 4 Curved Bricks
1223-3,1957,100,Classic,2 x 2 Curved Bricks
1224-1,1982,8,Service Packs,TECHNIC Beams [Red]
1224.1-1,1955,8,Classic,8 Danish Named Beams
1224-2,1955,8,Classic,8 Named Beams
1224A-1,1955,36,Classic,1 x 6 and 1 x 8 Bricks
1225-1,1982,32,Service Packs,Assortment of Axles
1225-2,1955,12,Classic,Mixed Plates Parts Pack
1226-1,1982,12,Service Packs,Tractor Tires & Hubs
1226-2,1956,4,Classic,6 x 8 & 2 x 8 Plates
1227-1,1982,15,Service Packs,Gear Wheel Assortment
1227-2,1956,5,Classic,4 x 8 & 2 x 8 Plates
1228-1,1982,28,Service Packs,Differential Gear Housing
1228-2,1956,5,Classic,4 x 8 Curved & 2 x 8 Plates
1229-1,1982,70,Service Packs,TECHNIC Chainlinks
12-3,1977,2,Service Packs,Wheel Bearings for Locomotives
1230-1,1982,54,Service Packs,TECHNIC Bulldozer Chainlinks
1230-2,1955,7,Classic,Windows and Door without Glass
123-1,1969,98,Train,Passenger Coach
1231-1,1982,4,Service Packs,X-Large Tires & Hubs
1231-2,1956,10,Classic,"Windows and Door with Glass, Red"
1231-3,1956,10,Classic,"Windows and Door with Glass, White"
1232-1,1982,46,Service Packs,Toggle Joints & Connectors
1233-1,1984,34,Service Packs,Axle Assortment
1233-2,1958,4,Classic,Light Masts
1234-1,1984,21,Service Packs,Gear Wheel Assortment
1234-3,1983,1,Service Packs,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3"
1235-1,1984,19,Service Packs,Differential Gear Housing
1235-2,1955,3,Classic,Garage Plate and Door
1236-1,1984,4,Service Packs,TECHNIC wheels with hubs
1236-2,1955,59,Classic,Garage
1236-3,1979,1,Service Packs,12V Technic Motor
1237-1,2001,55,Technic,Honda Promotional Set
1239-1,2001,4,Racers,Subzero
1239-2,1985,8,Service Packs,Remote Control for Electric Points
1240-1,1986,16,Service Packs,"Hinges and Tilted Bearings, Light Gray"
1240-2,1955,8,Classic,8 Road Signs
124-1,1969,56,Train,Goods Wagon
1241-1,1985,4,Service Packs,Digger Bucket Assembly
1241-2,1955,8,Classic,8 Road Signs
1242-1,1986,4,Service Packs,Crane Grab and Winch
1242-2,1957,5,Classic,International Flags
1242D-1,1957,5,Classic,5 Danish Flags
1243-1,1986,9,Service Packs,Hinges and Couplings
1244-1,1986,2,Service Packs,Runway Plates
1245-1,1986,2,Service Packs,T- and Intersection Plates
1245-2,1957,3,Classic,Lighting Device Pack
1246-1,1999,26,Town,Helicopter
1247-1,1999,32,Town,Patrol Car
1247-2,1955,2,Classic,Esso Pumps/Sign
1248-1,1999,24,Town,Fire Boat
1248-2,1955,6,Classic,Painted Trees and Bushes
1249-1,1999,17,Town,Tri-motorbike
1250-1,1999,24,Town,Dragster
125-1,1969,20,Train,Tipping Wagon
1251-1,1999,25,Town,Go-Cart
125-2,1974,234,Universal Building Set,Building Set
1252-1,1999,106,Town,Shell Tanker
1253-1,1999,101,Town,Shell Car Transporter
1254-1,1999,164,Town,Shell Select Shop
1255-1,1999,136,Town,Shell Car Wash
1256-1,1999,156,Town,Shell Petrol Pump
1257-1,1999,24,Technic,Trike Buggy
1258-1,1999,29,Technic,Propellor Buggy
1259-1,1999,28,Technic,Motorbike
1260-1,1999,26,Technic,Car
1260-2,1957,24,Classic,1:87 Twenty Four Models
126-1,1970,60,Train,Steam Locomotive (Push)
1263-1,2000,29,Seasonal,Easter Bunny
1264-1,2000,29,Seasonal,Easter Chicks
1265-1,1999,25,Town,Moon Buggy
1266-1,1999,23,Town,Space Probe
1267-1,1985,4,Service Packs,Shock Absorbers
1268-1,1999,28,Technic,Bike Blaster
1269-1,1999,23,Ninja,White Ninja
1270-2,2005,16,Creator,Trial Size Bag - Chromika
127-1,1969,365,Train,Train Set
1271-1,1999,33,Adventurers,Jungle Surprise
1271-2,1956,6,Classic,Traffic Police Set
1272-1,2000,23,Town,Blue Racer
1273-1,2000,20,Town,Red Four Wheel Driver
1274-1,2000,25,Rock Raiders,Light Hover
1275-1,2000,22,Rock Raiders,{Rock Saw Vehicle}
1276-1,2000,22,Rock Raiders,Helicopter Transport
1277-1,2000,27,Rock Raiders,Drill Craft
1278-1,2000,23,Adventurers,Johnny Thunder & Baby T
1279-1,2000,21,Adventurers,Aeroplane
1280-1,2000,28,Adventurers,Microcopter
128-1,1979,33,Fabuland,Taxi Station
1281-1,2000,24,Adventurers,Aeroplane
128-2,1972,23,Train,Mobile Crane (Train Base)
1282-1,2000,23,Town,Blue Racer
128-3,1971,38,Train,Mobile Crane (Plate Base)
1283-1,2000,20,Town,Red Four Wheel Driver
1284-1,2000,23,Town,Green Buggy
1285-1,2001,23,Town,Yellow Tiger
1286-1,2000,22,Castle,King Leo's Cart
1287-1,2000,16,Castle,Crossbows
1288-1,2000,24,Castle,Fire Cart
1289-1,2000,23,Castle,Catapult
1290-1,2000,35,Technic,Kabaya Promotional Set: Red (Volcano Climber) RoboRider
1291-1,2000,32,Technic,Power Bike
1292-1,2000,33,Technic,Kabaya Promotional Set: White (Ice Explorer) RoboRider
1293-1,2000,25,Technic,Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider
1294-1,2000,31,Town,Fire Helicopter
1295-1,2000,30,Town,Water Rider
1296-1,2000,30,Town,Land Scooper
1297-1,2000,34,Town,Speed Patroller
1298-1,1998,24,Seasonal,Advent Calendar 1998 Classic Basic
1298-10,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day  9) Whale
1298-11,1998,12,Seasonal,Advent Calendar 1998 Classic Basic (Day 10)  Steamboat
1298-12,1998,8,Seasonal,Advent Calendar 1998 Classic Basic (Day 11) Boat
1298-13,1998,12,Seasonal,Advent Calendar 1998 Classic Basic (Day 12) Airplane
1298-14,1998,5,Seasonal,Advent Calendar 1998 Classic Basic (Day 13) Santa
1298-15,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day 14) Airplane
1298-16,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day 15) Green Elf
1298-17,1998,8,Seasonal,Advent Calendar 1998 Classic Basic (Day 16) Boat
1298-18,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day 17) Mouse
1298-19,1998,10,Seasonal,Advent Calendar 1998 Classic Basic (Day 18) Blue Elf
1298-2,1998,10,Seasonal,Advent Calendar 1998 Classic Basic (Day  1)  Airplane
1298-20,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day 19) Boat
1298-21,1998,11,Seasonal,Advent Calendar 1998 Classic Basic (Day 20) Helicopter
1298-22,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day 21) Red Elf
1298-23,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day 22) Police Boat
1298-24,1998,10,Seasonal,Advent Calendar 1998 Classic Basic (Day 23) Truck
1298-25,1998,10,Seasonal,Advent Calendar 1998 Classic Basic (Day 24) Airplane
1298-3,1998,5,Seasonal,Advent Calendar 1998 Classic Basic (Day  2) Santa
1298-4,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day  3) Boat
1298-5,1998,10,Seasonal,Advent Calendar 1998 Classic Basic (Day  4) Boat
1298-6,1998,10,Seasonal,Advent Calendar 1998 Classic Basic (Day  5) Sailboat
1298-7,1998,10,Seasonal,Advent Calendar 1998 Classic Basic (Day  6) Airplane
1298-8,1998,8,Seasonal,Advent Calendar 1998 Classic Basic (Day  7) Helicopter
1298-9,1998,9,Seasonal,Advent Calendar 1998 Classic Basic (Day  8) Airplane
1300-1,1955,47,Classic,Lego Mosaik Set (Small)
130-1,1972,20,Train,Wagon with Double Tippers
1306-1,1957,45,Classic,VW Garage
1307-1,1957,51,Classic,VW Auto Showroom
1308-1,1957,109,Classic,Fire Station
1309-1,1957,150,Classic,Church
13-1,1981,10,Service Packs,Gray Space Elements
1310-1,1956,96,Classic,ESSO Filling Station
131-1,1972,66,Train,Passenger Coach
1314-1,1987,210,Technic,Stop bush / Small pulley
1315-1,1987,50,Technic,Piston Rod
1316-1,1987,150,Technic,Connector peg
1317-1,1987,350,Technic,TECHNIC Chainlinks
1318-1,1987,68,Technic,Gears Small
1319-1,1987,22,Technic,Gears Large
13-2,1973,92,Minitalia,Large Pre-School Basic Set
1320-1,1987,32,Technic,Differential and Bevel Gears
132-1,1979,115,Fabuland,Cottage
1321-1,1987,22,Technic,Worm Gear and Racks
132-2,1972,58,Train,Port Crane and Flat Waggon
1322-1,1987,32,Technic,"Pulleys, Tires, and Steering Wheels"
1323-1,1985,24,Educational and Dacta,Hubs and Tyres
1324-1,1985,101,Technic,Rubber Bands and String
1325-1,1987,68,Technic,Assorted Spare Axles
1326-1,1987,28,Technic,"Spare Axles, 12L"
1327-1,1985,48,Educational and Dacta,Red/Black Plates
1328-1,1985,32,Educational and Dacta,Red/Black Plates
1329-1,1985,28,Educational and Dacta,Red/Black Plates
13-3,1977,5,Service Packs,Train Motor Plate with Buffers
1330-1,1985,20,Educational and Dacta,Red/Black Plates
133-1,1975,81,Train,Locomotive (Push)
1331-1,1985,88,Educational and Dacta,Red/Blue Bricks
1332-1,1985,18,Educational and Dacta,Red/Blue Beams
1333-1,1985,20,Educational and Dacta,Red/Blue Beams
1334-1,1985,2,Educational and Dacta,Motors (4.5V)
1335-1,1985,2,Educational and Dacta,Battery Boxes (4.5v)
1336-1,1985,2,Technic,Pole Reverser Switches for Battery Box
1337-1,1985,18,Technic,Connecting Leads
1338-1,1985,72,Educational and Dacta,Angles Swivels Turntables
1339-1,1987,20,Technic,TECHNIC parts
1340-1,1987,18,Technic,Weight Bricks
134-1,1975,55,Train,Mobile Crane and Waggon
1341-1,1985,3,Educational and Dacta,Building Plates Green
134-2,1979,80,Fabuland,Service Station
1342-1,1986,7,Educational and Dacta,Electric Switches and Tiles
1343-1,1986,4,Educational and Dacta,Optosensors (4.5V) and Discs
1344-1,1986,12,Educational and Dacta,Light Bricks (4.5V)
1345-1,1986,52,Technic,"Pinions, Connectors, and Axles"
1346-1,1987,2,Technic,Touch Sensors
1347-1,1987,42,Educational and Dacta,Leads (4.5V) Spirals
1348-1,1987,3,Educational and Dacta,Base Plates Grey
1349-1,2000,447,Studios,Steven Spielberg Moviemaker Set
135-1,1973,338,Universal Building Set,Building Set
1351-1,2001,211,Studios,Movie Backdrop Studio
1352-1,2000,237,Studios,Explosion Studio
1353-1,2001,168,Studios,Car Stunt Studio
1354-1,2000,95,Studios,Dino Head Attack
1355-1,2000,58,Studios,Temple of Gloom
1356-1,2001,29,Studios,Stuntman Catapult
1357-1,2001,21,Studios,Cameraman
1360-1,2001,22,Studios,Director's Copter
136-1,1975,81,Train,Tanker Waggon (Shell)
1361-1,2001,20,Studios,Camera Car
1362-1,2001,24,Studios,Air Boat
1363-1,2001,25,Studios,Stunt Go-Cart
1370-1,2001,157,Studios,Raptor Attack Studio
137-1,1979,101,Fabuland,Hospital
1371-1,2001,184,Studios,Spinosaurus Attack Studio
137-2,1975,81,Train,Passenger Sleeping Car
1374-1,2002,59,Super Heroes,Green Goblin
1376-1,2002,249,Super Heroes,Spider-Man Action Studio
1380-1,2002,114,Studios,Werewolf Ambush
138-1,1969,107,Train,Electronic Train
1381-1,2002,171,Studios,Vampire's Crypt
1382-1,2002,500,Studios,Scary Laboratory
1383-1,2002,52,Studios,Curse of the Pharaoh
1385-1,2003,13,Clikits,Clikits Bracelet Sample Set
1386-1,2004,13,Clikits,Clikits Bracelet Sample Set
1388-1,2001,8,Bionicle,Huki [McDonald's Promo Set #1]
1389-1,2001,8,Bionicle,Onepu [McDonald's Promo Set #2]
1390-1,2001,8,Bionicle,Maku [McDonald's Promo Set #3]
139-1,1969,13,Train,Electronic Control Unit (Forward/Backward - Stop)
1391-1,2001,8,Bionicle,Jala [McDonald's Promo Set #4]
1392-1,2001,8,Bionicle,Kongu [McDonald's Promo Set #5]
1393-1,2001,8,Bionicle,Matoro [McDonald's Promo Set #6]
139A-1,1969,13,Train,Electronic Control Unit (Forward - Stop)
140-1,1979,135,Fabuland,Town Hall
140-2,1969,96,Universal Building Set,Bricks'n Motor Set
14-1,1982,24,Service Packs,Space Mini Figures
1411-1,2001,35,Studios,Pirate's Treasure Hunt (Quaker Oats promo)
1413-1,2001,29,Space,Rover
1414-1,2001,21,Space,Double Hover (Kabaya Promotional)
1415-1,2001,24,Space,Jet Scooter
1416-1,2001,30,Space,Worker Robot
1417-1,2001,28,Bionicle,Vakama
1417-2,2003,28,Bionicle,Vakama (bagged)
1418-1,2001,25,Bionicle,Matau
1419-1,2001,27,Bionicle,Nokama (Kabaya Promotional)
1420-1,2001,29,Bionicle,Nuju
1421-1,2001,22,Studios,Director's Copter (Kabaya Promotional)
1422-1,2001,20,Studios,Camera Cart (Kabaya Promotional)
1423-1,2001,24,Studios,Air Boat (Kabaya Promotional)
1424-1,2001,25,Studios,Stunt Go-Kart (Kabaya Promotional)
1425-1,2002,23,Alpha Team,Dash Jet Sub
1426-1,2002,21,Alpha Team,Cam Wing Diver
1427-1,2002,21,Alpha Team,Ogel Marine Slizer
1428-1,2002,24,Sports,Small Soccer Set 1 (Kabaya Box)
1428-2,2002,20,Sports,Small Soccer Set 1 (Polybag)
1429-1,2002,19,Sports,Small Soccer Set 2 (Kabaya Box)
1429-2,2002,19,Sports,Small Soccer Set 2 (Polybag)
14-3,1973,0,Minitalia,Small house set
1430-1,2002,12,Sports,Small Soccer Set 3 (Kabaya Box)
1430-2,2002,13,Sports,Small Soccer Set 3 (Polybag)
1431-1,2002,27,Bionicle,Tahnok Va (Kabaya Promotional)
1432-1,2002,26,Bionicle,Nuhvok Va (Kabaya Promotional)
1433-1,2002,26,Bionicle,Gahlok Va (Kabaya Promotional)
1434-1,2002,25,Bionicle,Lehvak Va (Kabaya Promotional)
1435-1,2002,7,4 Juniors,Super Glider (Kabaya Promotional)
1436-1,2002,16,4 Juniors,Ultralight Flyer (Kabaya Promotional)
1437-1,2002,13,4 Juniors,Turbo Chopper (Kabaya Promotional)
14-4,1977,1,Service Packs,Train Motor Plate with Coupler
1441-1,2003,13,Bionicle,Fikou (Tree-Spider)
145-1,1974,412,Universal Building Set,Building Set
146-1,1976,68,Train,Level Crossing
1461-1,1992,31,Town,Turbo Force
1462-1,1992,23,Space,Galactic Scout
1463-1,1992,24,Castle,Treasure Cart
1464-1,1992,17,Pirates,Pirate Lookout
1467-1,1987,46,Town,Shell Race Car
1468-1,1987,39,Town,Shell Tanker
1469-1,1986,39,Universal Building Set,Helicopter
1470-1,1987,32,Town,Shell Station
147-1,1976,112,Train,Refrigerated Car with Forklift
1472-1,1987,359,Town,Holiday Home
1474-1,1991,69,Universal Building Set,Basic Building Set with Gift Item
1475-1,1991,128,Town,Airport Security Squad
1477-1,1991,39,Town,{Red Race Car Number 3}
1478-1,1991,31,Space,Mobile Satellite Up-Link
1479-1,1991,34,Space,2-Pilot Craft
1480-1,1991,33,Castle,King's Catapult
148-1,1975,292,Train,Central Station
1481-1,1991,24,Pirates,Desert Island
1484-1,1987,215,Town,Weetabix Town House
1489-1,1989,175,Town,Mobile Car Crane
1490-1,1988,195,Town,Town Bank
149-1,1976,340,Train,Fuel Refinery
1491-1,1992,49,Castle,Dual Defender
1492-1,1992,27,Pirates,Battle Cove
1495-1,1988,26,Universal Building Set,Basic Building Set Trial Size
1496-1,1987,48,Town,Rally Car
1497-1,1987,124,Town,Rally and Pitcrew Team
1498-1,1987,69,Space,Spy-Bot
1499-1,1987,79,Space,Twin Starfire
150-1,1966,25,Train,Straight Track
1506-1,1986,2,Town,Town Value Pack
1507-1,1986,2,Space,Space Value Pack
1509-1,1987,2,Town,Town Value Pack
15-1,1984,38,Service Packs,Castle Mini Figures
1510-1,1987,2,Space,Space Value Pack
151-1,1966,25,Train,Curved Track
1512-1,1972,250,Educational and Dacta,Denken mit Lego (Thinking with Lego 250pcs)
1512-2,1985,103,Universal Building Set,Basic Set with Storage Case
1513-1,1972,901,Educational and Dacta,Denken mit Lego (Thinking with Lego 900pcs)
1513-2,1989,71,Universal Building Set,Basic Building Set Gift Item
1514-1,1988,46,Universal Building Set,Basic Building Set Trial Size
1515-1,1989,2,Town,Town Value Pack
1516-1,1987,21,Fabuland,Theater with Play-Scenes
1517-1,1989,32,Town,Race Car
1518-1,1989,81,Town,Race Car Repair
15-2,1973,157,Minitalia,Large House Set
1520-1,1985,215,Universal Building Set,Basic Set with Storage Case
1520-2,1990,2,Town,Town 2 for 1 Bonus Offer
152-1,1966,21,Train,Two Train Wagons
1521-1,1989,24,Universal Building Set,Basic Building Set Trial Size
1522-1,1989,44,Universal Building Set,Basic Building Set Trial Size
1523-1,1986,27,Universal Building Set,Basic Set Trial Size
1524-1,1986,38,Universal Building Set,Basic Set Trial Size
1525-1,1986,153,Town,Container Lorry
1526-1,1986,106,Space,Space Radar Buggy
1528-1,1986,29,Town,Dragster
153-1,1966,15,Train,Large Train Wagon
154-1,1967,4,Train,Switch Track - 1 Right and 1 Left
1544-1,1988,57,Duplo,Duplo Medium Bucket
1545-1,1992,29,Seasonal,Build-A-Rabbit
1546-1,1985,31,Universal Building Set,Airplane
1547-1,1993,58,Castle,Black Knights Boat
1548-1,1992,173,Universal Building Set,Stena Line Ferry
1549-1,1992,62,Seasonal,Santa and Chimney
1550-1,1972,49,Legoland,Sterling Super Caravelle
155-1,1967,14,Train,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates"
1551-1,1985,6,Seasonal,Chick
1551-2,1972,49,Legoland,Sterling Luggage Carrier
1552-1,1985,377,Town,Maersk Line Container Truck
1552-2,1974,45,Legoland,Sterling Boeing 727
1554-1,1986,175,Universal Building Set,Silja Line Ferry
1555-1,1986,19,Seasonal,Santa Claus
1555-2,1978,44,Legoland,Sterling Airways Biplane
1556-1,1986,10,Seasonal,Christmas Hearts
1557-1,1986,26,Space,Scooter
1558-1,1986,68,Space,Mobile Command Trailer
1560-1,1990,26,Town,Glory Glider
1560-2,1976,44,Legoland,Lufthansa Boeing 727
1560-3,1985,27,Universal Building Set,Crest Basic Building Set
156-1,1968,6,Train,2 Signals with Automatic Stop / Go Attachment
1561-1,1990,30,Town,Stunt Chopper
1561-2,1976,60,Building Set with People,Lufthansa Flight Crew
156-2,1976,25,Train,Straight Track
1562-1,1990,25,Town,Wave Jumper
1562-2,1985,36,Universal Building Set,Basic Building Set
1562-3,1976,50,Legoland,Lufthansa Double-Decker
1563-1,1990,30,Town,Track Blaster
157-1,1976,25,Train,Curved Track
157-2,1969,7,Train,Automatic Direction Changer
1572-1,1986,79,Town,Super Tow Truck
1575-1,1977,507,Universal Building Set,Finnjet Ferry
1575-2,1987,240,Universal Building Set,Basic Set with Board Game
1577-1,1988,217,Universal Building Set,Medium Bucket
1580-1,1986,70,Space,Lunar Scout
1580-2,1977,413,Universal Building Set,Silja Line Ferry
158-1,1969,7,Train,Railroad Crossing Gate
1581-1,1981,181,Universal Building Set,Silja Line Ferry
1581-2,1990,122,Town,Delivery Truck
1584-1,1988,168,Castle,Knights Challenge
1588-1,1987,27,Universal Building Set,Basic Set
1589-1,1978,441,Town,Town Square
1589-2,1986,258,Town,TCS Breakdown Assistance
1590-2,1982,262,Town,ANWB Breakdown Assistance
159-1,1976,25,Train,"Crossover, Straight Rails"
1591-1,1980,40,Town,Danone Truck
1592-1,1980,490,Town,Town Square - Castle Scene
1592-2,1983,487,Town,Town Square - Castle Scene (Dutch Version)
1593-1,1983,314,Space,Super Model
1596-1,1993,37,Castle,Ghostly Hideout
1597-1,1993,3,Castle,Castle 3-Pack
1598-1,1987,38,Universal Building Set,Basic Set
1599-1,1987,102,Universal Building Set,Britannia Airways
160-1,1968,6,Train,Magnetic Couplings
1601-1,1976,185,Legoland,Conveyance
1602-1,1987,16,Universal Building Set,Giraffe
1603-1,1993,13,Universal Building Set,Trial Size Imagination
1604-1,1987,17,Universal Building Set,Lion
1605-1,1987,14,Universal Building Set,Snail
1606-1,1987,23,Universal Building Set,Car
1607-1,1987,26,Universal Building Set,Helicopter
1608-1,1987,24,Universal Building Set,{Aeroplane}
1609-1,1987,31,Universal Building Set,Ship
16-1,1988,32,Space,Transparent Bricks
1610-1,1991,23,Town,Police Car
1610-2,1978,82,Legoland,Martinair Cessna
161-1,1972,7,Train,Battery Wagon with Signal and Direction - Changing
1611-1,1991,21,Town,Dune Buggy
1611-2,1978,63,Legoland,Martinair DC-9
1612-1,1988,30,Town,Race Car
1613-1,1987,375,Universal Building Set,Basic Set in Bucket
1616-1,1989,2,Space,Space Combi-Pack
1617-1,1988,155,Universal Building Set,Small Bucket
1619-1,1986,260,Universal Building Set,Storage Bucket
1620-1,1990,30,Space,Astro Dart
1620-2,1978,235,Town,Factory
162-1,1977,210,Train,Locomotive without Motor
1621-1,1990,96,Space,Lunar MPV Vehicle
1624-1,1993,22,Castle,King's Archer
1625-1,1989,40,Seasonal,Snowman
1626-1,1989,33,Seasonal,Angel
1627-1,1989,36,Seasonal,Santa
1628-1,1989,63,Seasonal,Santa on Sleigh with Reindeer
1630-1,1990,27,Town,Helicopter
163-1,1977,127,Train,Cargo Wagon
1631-1,1990,23,Town,Black Racer
1632-1,1990,28,Town,Motor Boat
1633-1,1990,24,Town,Loader Tractor
1636-1,1990,185,Universal Building Set,Small Bucket
1637-1,1990,493,Universal Building Set,Large Bucket
1639-1,1990,673,Universal Building Set,Large Bucket
